ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Alcohol,Amphet,Amyl,Benzos,Caff,Canabis,Choc,Coke,Crack,Ecstasy,Heroin,Ketamin,Legalh,LSD,Meth,Mushrooms,Nicotine,Semer,VSA
1155,18-24,M,Left school at 18 years,Other,White,0.52135,-0.80615,-0.17779,-0.15487,-1.92173,0.52975,1.2247,Last Month,Last Year,Never,Last Year,Last Month,Last Month,Last Month,Never,Never,Never,Never,Never,Last Year,Last Year,Last Year,Never,Last Month,Never,Never
1156,18-24,F,Masters degree,UK,White,0.41667,0.16767,0.29338,0.76096,-0.52745,0.19268,0.7654,Last Day,Last Decade,Last Decade,Never,Last Day,Last Day,Last Month,Last Year,Never,Last Month,Never,Last Week,Last Year,Last Year,Never,Never,Last Day,Never,Never
1157,18-24,M,Doctorate degree,UK,White,-0.92104,1.74091,1.65653,1.61108,-0.52745,-0.21712,1.2247,Last Day,Last Decade,Last Decade,Last Month,Last Day,Last Week,Last Day,Never,Never,Last Month,Never,Last Year,Last Year,Never,Never,Last Week,Last Month,Never,Never
1158,18-24,F,"Some college or university, no certificate or degree",UK,White,0.22393,-0.15487,-0.31776,-0.60633,0.41594,-0.21712,-0.52593,Last Year,Last Decade,Never,Last Month,Last Year,Last Decade,Last Day,Last Decade,Never,Last Decade,Never,Never,Last Decade,Never,Never,Never,Last Decade,Never,Never
1159,18-24,M,"Some college or university, no certificate or degree",UK,White,0.62967,1.93886,1.88511,0.43852,-0.40581,1.29221,0.7654,Last Month,Last Week,Never,Never,Last Week,Last Day,Last Week,Last Year,Never,Last Day,Never,Last Year,Last Day,Never,Never,Never,Last Day,Never,Never
1160,45-54,M,Professional certificate/diploma,Republic of Ireland,White,-0.46725,0.00332,-0.31776,-1.21213,0.93949,-0.71126,0.40148,Last Year,Last Decade,Last Decade,Last Year,Last Day,Last Day,Last Week,Decade Ago,Never,Never,Never,Never,Last Year,Decade Ago,Never,Decade Ago,Last Day,Never,Decade Ago
1161,25-34,F,University degree,Canada,White,0.62967,-0.15487,0.14143,-0.01729,-1.13788,0.19268,1.2247,Last Day,Last Decade,Last Decade,Last Year,Last Month,Last Year,Last Week,Last Year,Never,Last Year,Never,Never,Last Decade,Last Decade,Never,Last Year,Decade Ago,Never,Never
1162,18-24,M,Left school at 17 years,USA,Other,0.82562,-1.09207,-1.42424,-0.91699,0.12331,0.52975,0.7654,Last Week,Last Day,Never,Never,Last Day,Last Week,Last Month,Last Week,Never,Last Month,Never,Never,Last Year,Last Year,Never,Last Year,Last Day,Never,Never
1163,18-24,M,"Some college or university, no certificate or degree",USA,White,0.04257,-0.15487,1.65653,0.13136,0.25953,0.52975,1.92173,Last Week,Last Year,Never,Last Year,Last Month,Last Week,Last Month,Last Month,Never,Last Decade,Last Year,Never,Last Year,Last Decade,Last Year,Last Decade,Last Year,Never,Never
1164,25-34,F,Doctorate degree,UK,White,-0.14882,-0.94779,0.29338,0.94156,2.04506,-0.71126,-0.52593,Last Week,Never,Never,Last Decade,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1165,25-34,M,Left school at 17 years,Australia,White,-0.34799,0.32197,-0.01928,0.13136,0.41594,0.19268,0.07987,Last Month,Last Week,Last Month,Last Week,Last Day,Last Decade,Last Month,Last Month,Never,Last Year,Never,Never,Last Year,Last Decade,Never,Last Year,Last Day,Never,Never
1166,25-34,M,"Some college or university, no certificate or degree",USA,White,0.82562,-1.09207,0.44585,-0.60633,1.13407,0.88113,-0.21575,Last Week,Never,Never,Last Week,Last Month,Last Week,Last Week,Never,Never,Never,Never,Never,Last Week,Never,Last Week,Last Year,Decade Ago,Never,Never
1167,35-40,M,University degree,USA,White,-0.34799,-0.57545,0.88309,0.76096,-1.78169,1.86203,1.92173,Last Day,Never,Never,Never,Last Day,Last Year,Last Day,Last Year,Never,Last Decade,Never,Last Decade,Last Year,Never,Never,Last Month,Last Year,Never,Decade Ago
1168,25-34,M,University degree,USA,White,0.52135,-0.94779,1.06238,-0.30172,0.58489,-0.21712,0.07987,Last Week,Decade Ago,Never,Never,Last Day,Last Day,Last Day,Never,Never,Last Month,Never,Never,Last Decade,Last Month,Never,Last Month,Decade Ago,Never,Never
1169,18-24,M,Left school at 18 years,USA,White,0.82562,-0.30033,1.43533,-0.76096,-1.0145,0.88113,0.7654,Last Day,Last Decade,Never,Never,Last Day,Last Day,Last Week,Never,Never,Never,Never,Never,Last Month,Never,Last Year,Last Year,Last Decade,Never,Never
1170,45-54,M,Professional certificate/diploma,USA,White,0.41667,-0.15487,-0.17779,-1.92595,-1.0145,0.52975,0.40148,Last Week,Last Day,Last Decade,Last Year,Last Day,Last Decade,Last Day,Decade Ago,Never,Never,Never,Last Decade,Never,Last Decade,Last Year,Last Decade,Decade Ago,Never,Never
1171,35-40,F,University degree,USA,White,-1.1943,1.2861,1.43533,1.2861,0.25953,-0.71126,-0.21575,Last Day,Never,Never,Never,Last Day,Last Year,Last Day,Last Decade,Never,Last Decade,Decade Ago,Last Decade,Never,Decade Ago,Never,Last Decade,Last Week,Never,Never
1172,35-40,M,"Some college or university, no certificate or degree",USA,White,0.13606,-0.57545,-0.01928,-0.76096,0.12331,-0.71126,0.40148,Last Year,Never,Never,Last Week,Last Day,Last Day,Last Week,Never,Never,Never,Never,Never,Never,Decade Ago,Last Day,Last Decade,Last Day,Never,Decade Ago
1173,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.24649,0.16767,-0.97631,0.59042,0.93949,0.88113,0.40148,Last Week,Last Year,Never,Last Year,Last Day,Last Day,Last Week,Last Year,Never,Last Year,Last Month,Last Year,Last Decade,Never,Last Year,Last Decade,Last Year,Never,Last Year
1174,18-24,F,"Some college or university, no certificate or degree",USA,White,0.41667,0.16767,1.43533,0.59042,0.58489,-1.37983,0.07987,Last Month,Never,Never,Last Year,Last Day,Last Day,Last Day,Never,Never,Last Decade,Never,Never,Last Decade,Last Decade,Never,Never,Last Year,Never,Last Decade
1175,18-24,M,"Some college or university, no certificate or degree",USA,Other,0.04257,-0.80615,0.88309,-0.30172,1.13407,-0.21712,0.7654,Last Month,Last Week,Never,Last Day,Last Day,Last Day,Last Day,Last Day,Decade Ago,Last Year,Last Year,Last Year,Last Decade,Last Year,Last Year,Last Year,Last Day,Never,Never
1176,25-34,M,Masters degree,USA,White,0.31287,-0.80615,-0.01928,-0.91699,1.13407,1.86203,1.92173,Last Day,Last Day,Never,Never,Last Day,Last Month,Last Day,Never,Never,Never,Never,Never,Decade Ago,Decade Ago,Never,Never,Last Week,Never,Never
1177,18-24,M,"Some college or university, no certificate or degree",USA,Other,-1.43907,0.00332,-0.84732,0.76096,-0.27607,-0.21712,0.7654,Last Year,Last Year,Never,Never,Last Day,Last Month,Last Week,Never,Never,Last Month,Never,Never,Last Month,Last Month,Last Decade,Last Year,Never,Never,Never
1178,18-24,M,"Some college or university, no certificate or degree",Other,White,0.82562,-0.15487,-0.01928,-1.34289,-0.89891,-1.37983,0.07987,Last Week,Last Decade,Never,Last Day,Last Decade,Last Year,Last Week,Last Year,Never,Last Year,Never,Never,Last Week,Never,Last Week,Never,Never,Never,Never
1179,25-34,F,"Some college or university, no certificate or degree",USA,White,-0.46725,0.32197,0.14143,1.61108,0.12331,1.29221,0.40148,Last Week,Never,Never,Last Year,Last Day,Last Decade,Last Week,Decade Ago,Never,Decade Ago,Never,Never,Never,Decade Ago,Never,Decade Ago,Never,Never,Never
1180,25-34,F,Masters degree,USA,White,2.127,0.47617,1.88511,-2.78793,-1.25773,1.86203,1.92173,Last Month,Last Day,Never,Last Month,Last Day,Last Month,Last Day,Last Month,Never,Decade Ago,Last Year,Decade Ago,Last Month,Decade Ago,Last Month,Never,Last Year,Never,Last Decade
1181,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.79151,-0.30033,-0.58331,0.76096,-0.27607,-0.21712,-1.18084,Never,Last Year,Never,Last Month,Last Day,Last Day,Last Year,Never,Never,Never,Never,Never,Last Year,Last Year,Last Day,Last Year,Never,Never,Never
1182,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.14882,-1.6334,0.29338,-0.60633,-0.27607,-0.71126,0.40148,Last Decade,Never,Never,Never,Last Year,Last Day,Last Day,Never,Never,Last Decade,Never,Last Decade,Last Decade,Last Decade,Never,Last Decade,Never,Never,Never
1183,25-34,M,"Some college or university, no certificate or degree",Other,White,1.72012,-0.43999,-0.58331,-0.45321,-1.0145,0.19268,0.40148,Last Week,Last Year,Last Decade,Last Year,Last Day,Last Month,Last Day,Last Month,Never,Never,Never,Never,Never,Last Year,Last Decade,Last Year,Last Year,Never,Never
1184,25-34,F,Professional certificate/diploma,Australia,White,0.41667,-0.43999,-0.58331,2.23427,-0.78155,0.52975,0.07987,Last Day,Last Year,Last Decade,Last Year,Last Day,Last Month,Last Day,Last Year,Never,Last Year,Never,Last Month,Last Month,Last Month,Last Year,Last Month,Last Week,Never,Never
1185,18-24,M,University degree,USA,White,-0.46725,1.11406,0.88309,-0.30172,1.81175,-0.71126,-0.21575,Last Week,Last Year,Never,Last Year,Last Day,Last Day,Last Week,Never,Never,Last Month,Never,Last Month,Last Year,Last Year,Never,Last Year,Never,Never,Never
1186,45-54,M,Left school at 16 years,USA,White,-0.14882,-1.23177,-0.17779,0.94156,0.25953,-0.21712,0.7654,Last Month,Decade Ago,Never,Last Week,Last Day,Last Week,Last Month,Decade Ago,Never,Never,Never,Never,Never,Decade Ago,Last Day,Never,Decade Ago,Never,Decade Ago
1187,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,-0.30033,0.58331,-0.91699,-0.89891,0.88113,0.7654,Last Week,Last Week,Never,Last Year,Last Day,Last Week,Last Week,Never,Never,Last Year,Last Year,Never,Last Month,Never,Last Month,Never,Last Day,Never,Last Year
1188,18-24,M,"Some college or university, no certificate or degree",Other,White,-1.05308,0.63779,0.29338,0.59042,-0.78155,1.86203,0.40148,Last Day,Never,Never,Last Decade,Last Week,Last Month,Last Day,Never,Never,Last Year,Never,Never,Last Week,Never,Never,Last Year,Last Month,Never,Never
1189,25-34,F,University degree,UK,White,1.23461,-0.30033,0.88309,0.43852,-0.00665,0.19268,0.07987,Last Week,Never,Last Decade,Never,Last Day,Last Year,Last Day,Never,Never,Never,Never,Never,Last Decade,Never,Never,Never,Last Decade,Never,Decade Ago
1190,55-64,F,Doctorate degree,USA,White,-0.34799,0.47617,0.44585,-0.45321,-0.00665,-0.21712,0.07987,Last Day,Decade Ago,Last Decade,Last Decade,Last Day,Last Day,Last Day,Last Decade,Decade Ago,Last Decade,Decade Ago,Decade Ago,Last Week,Last Decade,Never,Last Year,Last Day,Never,Never
1191,18-24,M,"Some college or university, no certificate or degree",Canada,White,-1.1943,1.45421,0.44585,-0.60633,-0.00665,1.29221,0.40148,Last Month,Last Month,Never,Never,Last Day,Last Day,Last Week,Last Day,Never,Last Month,Never,Never,Last Year,Never,Never,Last Year,Last Day,Never,Never
1192,18-24,M,Masters degree,USA,White,-2.21844,0.32197,0.7233,1.81866,0.93949,-0.71126,-0.52593,Last Week,Never,Never,Never,Last Day,Last Week,Last Week,Last Decade,Never,Last Year,Never,Never,Last Decade,Last Year,Never,Never,Last Decade,Never,Never
1193,18-24,F,"Some college or university, no certificate or degree",USA,White,0.62967,0.63779,0.44585,0.13136,-2.57309,1.86203,1.2247,Last Year,Last Day,Last Decade,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Last Month,Last Month,Never,Last Decade,Never,Last Month,Never,Never
1194,18-24,M,Left school at 18 years,Canada,White,1.60383,-1.50796,0.44585,0.43852,-1.13788,1.86203,1.2247,Last Day,Last Day,Last Decade,Last Week,Last Month,Last Day,Last Month,Last Year,Last Decade,Last Year,Never,Last Year,Never,Never,Never,Last Year,Last Day,Never,Never
1195,18-24,M,"Some college or university, no certificate or degree",USA,White,-2.75696,1.11406,1.06238,1.61108,-0.52745,0.19268,0.40148,Last Week,Last Year,Never,Never,Last Month,Last Week,Last Month,Never,Never,Last Year,Never,Never,Last Year,Last Year,Never,Never,Last Week,Never,Never
1196,35-40,M,University degree,USA,White,0.31287,0.16767,0.7233,-1.07533,0.41594,0.52975,1.2247,Last Week,Last Decade,Never,Last Week,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Decade,Never,Never
1197,18-24,M,"Some college or university, no certificate or degree",USA,White,0.91093,-0.43999,-0.01928,-0.45321,-1.64101,0.88113,0.40148,Last Week,Last Year,Never,Last Week,Last Day,Last Decade,Last Day,Never,Never,Last Week,Never,Never,Last Week,Last Decade,Never,Last Week,Last Week,Never,Never
1198,18-24,M,"Some college or university, no certificate or degree",USA,White,0.52135,-0.30033,-0.58331,-0.76096,-0.52745,-0.21712,0.7654,Last Month,Last Year,Never,Never,Last Day,Last Day,Last Week,Last Year,Never,Last Year,Never,Never,Last Year,Never,Never,Last Year,Last Week,Never,Never
1199,25-34,M,University degree,Canada,White,-0.92104,-0.30033,-0.17779,-1.92595,-0.27607,0.52975,-1.54858,Never,Last Day,Never,Never,Last Year,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Last Day,Never,Never,Never,Never
1200,25-34,M,Left school at 16 years,USA,White,-0.34799,-2.44904,-0.71727,-0.01729,0.25953,-1.37983,-0.84637,Last Week,Never,Never,Last Year,Last Day,Last Day,Last Year,Last Decade,Never,Last Decade,Never,Never,Never,Never,Last Week,Last Year,Last Day,Never,Never
1201,18-24,M,"Some college or university, no certificate or degree",USA,White,2.127,-2.72827,-1.27553,0.28783,-1.92173,0.52975,1.2247,Last Year,Never,Never,Never,Last Day,Last Month,Last Week,Never,Never,Never,Never,Never,Last Day,Never,Never,Last Year,Last Day,Never,Never
1202,25-34,F,University degree,Other,White,0.13606,-1.6334,0.44585,0.94156,-1.64101,-0.21712,-0.84637,Last Day,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1203,18-24,M,"Some college or university, no certificate or degree",USA,White,0.31287,0.96248,1.88511,-0.76096,-0.65253,1.29221,1.92173,Last Week,Last Month,Last Month,Last Month,Last Week,Last Day,Last Month,Last Week,Never,Last Month,Last Day,Never,Last Month,Last Year,Last Month,Last Month,Last Week,Never,Never
1204,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.67825,0.80523,0.29338,-1.07533,-0.78155,-0.21712,0.7654,Last Day,Never,Never,Never,Last Day,Last Day,Last Week,Never,Never,Last Decade,Never,Last Month,Last Decade,Last Month,Last Decade,Last Year,Last Decade,Never,Never
1205,18-24,M,Left school at 18 years,USA,Mixed White/Asian,0.41667,0.47617,-0.31776,-1.34289,-0.27607,0.52975,1.2247,Last Week,Last Year,Never,Last Month,Last Day,Last Day,Never,Last Year,Last Year,Last Year,Last Week,Last Year,Last Year,Last Year,Last Week,Last Year,Last Day,Never,Last Year
1206,25-34,M,"Some college or university, no certificate or degree",USA,White,0.82562,-1.37639,0.44585,-1.07533,-1.13788,0.19268,0.7654,Last Year,Last Decade,Never,Last Week,Last Day,Last Day,Last Month,Last Year,Never,Last Decade,Never,Never,Last Decade,Last Decade,Last Week,Last Decade,Last Day,Never,Last Decade
1207,18-24,F,Left school at 18 years,UK,White,-1.05308,-0.57545,-0.01928,-2.07848,-1.38502,1.29221,0.40148,Last Week,Never,Never,Never,Last Week,Last Month,Last Day,Never,Never,Never,Never,Never,Last Decade,Never,Never,Never,Last Day,Never,Last Decade
1208,45-54,M,University degree,UK,White,-0.46725,1.58487,1.43533,1.45039,1.30612,-0.21712,-0.21575,Last Month,Never,Never,Never,Last Day,Never,Last Day,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never
1209,18-24,M,Professional certificate/diploma,USA,Other,0.13606,0.00332,0.7233,-2.21844,1.46191,0.88113,1.92173,Last Day,Never,Last Decade,Last Year,Last Day,Last Day,Last Week,Last Year,Last Year,Never,Last Month,Never,Last Year,Last Month,Never,Last Week,Never,Never,Never
1210,18-24,M,"Some college or university, no certificate or degree",Canada,Mixed White/Black,-1.55078,-0.94779,0.58331,-1.07533,-0.40581,0.52975,0.40148,Last Year,Last Year,Never,Never,Last Year,Last Year,Last Week,Never,Last Decade,Last Year,Never,Last Week,Last Week,Last Year,Never,Last Year,Last Year,Never,Never
1211,45-54,M,University degree,Australia,White,-1.05308,0.63779,-0.45174,-1.07533,0.7583,0.88113,0.7654,Last Week,Last Month,Last Decade,Last Month,Last Day,Last Year,Last Week,Last Year,Never,Last Month,Never,Never,Decade Ago,Last Year,Never,Never,Never,Never,Never
1212,18-24,M,"Some college or university, no certificate or degree",Canada,White,-1.43907,1.11406,0.58331,-0.60633,-0.78155,0.88113,0.40148,Last Week,Never,Never,Never,Last Day,Last Day,Last Week,Never,Never,Never,Never,Never,Last Month,Never,Never,Last Month,Last Decade,Never,Never
1213,18-24,M,"Some college or university, no certificate or degree",Other,White,-0.24649,-1.09207,0.29338,-0.45321,-1.0145,-1.37983,0.7654,Last Week,Never,Never,Never,Last Year,Last Year,Last Month,Never,Never,Never,Never,Never,Last Year,Last Week,Never,Never,Last Year,Never,Never
1214,18-24,F,"Some college or university, no certificate or degree",Canada,White,0.91093,0.16767,0.58331,-0.15487,-2.04506,-1.37983,0.40148,Last Month,Last Day,Never,Never,Last Week,Last Year,Last Month,Last Year,Never,Last Month,Never,Never,Last Decade,Never,Never,Never,Last Month,Never,Last Decade
1215,18-24,M,"Some college or university, no certificate or degree",Australia,White,-0.24649,0.16767,0.58331,-0.45321,-0.00665,0.19268,0.7654,Last Week,Last Month,Last Year,Last Month,Last Day,Last Day,Last Day,Never,Last Decade,Last Month,Never,Last Decade,Last Month,Last Week,Never,Last Month,Last Week,Never,Last Month
1216,35-40,F,Professional certificate/diploma,UK,White,0.73545,0.47617,-1.42424,-0.91699,0.12331,1.29221,0.7654,Last Day,Never,Never,Never,Last Day,Decade Ago,Last Week,Never,Never,Never,Never,Never,Never,Never,Never,Never,Last Year,Never,Never
1217,25-34,M,Professional certificate/diploma,USA,White,1.23461,-0.57545,0.88309,-0.01729,-0.89891,0.88113,0.7654,Last Day,Last Day,Never,Last Week,Last Day,Last Day,Last Day,Last Decade,Never,Last Decade,Last Decade,Never,Last Week,Last Month,Last Week,Last Year,Last Day,Never,Never
1218,18-24,M,Professional certificate/diploma,Canada,White,-0.14882,1.45421,1.43533,0.13136,-1.38502,0.52975,0.7654,Last Week,Last Month,Never,Never,Last Day,Last Day,Last Month,Never,Never,Last Week,Never,Never,Last Month,Last Year,Never,Last Year,Never,Never,Never
1219,18-24,M,"Some college or university, no certificate or degree",USA,White,0.41667,0.63779,-0.31776,-0.91699,-0.00665,0.19268,0.7654,Last Week,Last Month,Last Year,Last Decade,Last Week,Last Week,Last Day,Last Decade,Never,Last Month,Never,Never,Last Week,Last Year,Never,Last Year,Last Year,Never,Never
1220,25-34,F,Masters degree,USA,White,0.31287,1.2861,-0.17779,-0.76096,-1.0145,0.19268,-0.52593,Last Week,Last Week,Never,Last Week,Last Week,Last Week,Last Day,Last Month,Never,Last Year,Never,Last Year,Never,Last Decade,Last Month,Last Month,Last Decade,Never,Never
1221,18-24,F,"Some college or university, no certificate or degree",Other,White,-1.32828,0.16767,0.7233,-1.21213,-1.5184,-0.71126,0.7654,Last Month,Never,Never,Last Month,Last Day,Last Year,Last Week,Never,Never,Never,Never,Last Day,Never,Last Month,Never,Last Month,Last Year,Never,Never
